row,source,family,style,name,bpm,signature,sourceType,memoryCount,uniqueMemoryCount,fingerprint,exactDuplicatesAll,exactDuplicatesSource,action,origin,attribution
577,Drum Machine Patterns,Pop,Pop,Pop5MeasureA,120,4/4,drum-machine,1,1,76c401c1b9b6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop5MeasureA.mid,
578,Drum Machine Patterns,Pop,Pop,Pop5MeasureB,120,4/4,drum-machine,1,1,e9c430ce1949,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop5MeasureB.mid,
579,Drum Machine Patterns,Pop,Pop,Pop6,120,4/4,drum-machine,1,1,9f005b21f6cf,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop6.mid,
580,Drum Machine Patterns,Pop,Pop,Pop7,120,4/4,drum-machine,1,1,97575f5d3d9d,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop7.mid,
581,Drum Machine Patterns,Pop,Pop,Pop8,120,4/4,drum-machine,1,1,fc9a0113724e,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop8.mid,
582,Drum Machine Patterns,Pop,Pop,Pop9,120,4/4,drum-machine,1,1,03f14b64c53a,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop9.mid,
583,Drum Machine Patterns,Pop,Pop,Pop10,120,4/4,drum-machine,1,1,df738daa32e6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop10.mid,
584,Drum Machine Patterns,Pop,Pop,Pop11,120,4/4,drum-machine,1,1,a3603d7b56b5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop11.mid,
585,Drum Machine Patterns,Pop,Pop,Pop12,120,4/4,drum-machine,1,1,83828e37a9dc,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/Pop12.mid,
586,Drum Machine Patterns,Pop,Pop,PopBreak1,120,4/4,drum-machine,1,1,42f3cb4121c3,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak1.mid,
587,Drum Machine Patterns,Pop,Pop,PopBreak2,120,4/4,drum-machine,1,1,04f51c444f27,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak2.mid,
588,Drum Machine Patterns,Pop,Pop,PopBreak3,120,4/4,drum-machine,1,1,2613a0f46c70,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak3.mid,
589,Drum Machine Patterns,Pop,Pop,PopBreak4,120,4/4,drum-machine,1,1,ef06932d3829,2,2,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak4.mid,
590,Drum Machine Patterns,Pop,Pop,PopBreak5,120,4/4,drum-machine,1,1,aecc17f75ec1,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak5.mid,
591,Drum Machine Patterns,Pop,Pop,PopBreak6,120,4/4,drum-machine,1,1,7f142e57b415,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Pop/PopBreak6.mid,
592,Drum Machine Patterns,Reggae,Reggae,Reggae1,120,4/4,drum-machine,1,1,4ffb486664a4,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae1.mid,
593,Drum Machine Patterns,Reggae,Reggae,Reggae1Break,120,4/4,drum-machine,1,1,4fd31ac94b1c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae1Break.mid,
594,Drum Machine Patterns,Reggae,Reggae,Reggae1MeasureA,120,4/4,drum-machine,1,1,9500c381f131,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae1MeasureA.mid,
595,Drum Machine Patterns,Reggae,Reggae,Reggae1MeasureB,120,4/4,drum-machine,1,1,2ce11f5c6788,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae1MeasureB.mid,
596,Drum Machine Patterns,Reggae,Reggae,Reggae2,120,4/4,drum-machine,1,1,323c7d25ac85,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae2.mid,
597,Drum Machine Patterns,Reggae,Reggae,Reggae2Break,120,4/4,drum-machine,1,1,29e813523953,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae2Break.mid,
598,Drum Machine Patterns,Reggae,Reggae,Reggae2MeasureA,120,4/4,drum-machine,1,1,33e27b8e2919,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae2MeasureA.mid,
599,Drum Machine Patterns,Reggae,Reggae,Reggae2MeasureB,120,4/4,drum-machine,1,1,196a26162f8c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae2MeasureB.mid,
600,Drum Machine Patterns,Reggae,Reggae,Reggae3,120,4/4,drum-machine,1,1,31774540cdb5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae3.mid,
601,Drum Machine Patterns,Reggae,Reggae,Reggae3Break,120,4/4,drum-machine,1,1,0e002594fd7b,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae3Break.mid,
602,Drum Machine Patterns,Reggae,Reggae,Reggae3MeasureA,120,4/4,drum-machine,1,1,9b02ad3a8d7d,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae3MeasureA.mid,
603,Drum Machine Patterns,Reggae,Reggae,Reggae3MeasureB,120,4/4,drum-machine,1,1,650b60549cc3,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae3MeasureB.mid,
604,Drum Machine Patterns,Reggae,Reggae,Reggae4,120,4/4,drum-machine,1,1,298697ceaaf6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae4.mid,
605,Drum Machine Patterns,Reggae,Reggae,Reggae4Break,120,4/4,drum-machine,1,1,b9d059afb04e,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae4Break.mid,
606,Drum Machine Patterns,Reggae,Reggae,Reggae4MeasureA,120,4/4,drum-machine,1,1,6b35d2eed5f7,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae4MeasureA.mid,
607,Drum Machine Patterns,Reggae,Reggae,Reggae4MeasureB,120,4/4,drum-machine,1,1,fc37f5181788,2,2,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae4MeasureB.mid,
608,Drum Machine Patterns,Reggae,Reggae,Reggae5,120,4/4,drum-machine,1,1,026af7edbf03,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae5.mid,
609,Drum Machine Patterns,Reggae,Reggae,Reggae5Break,120,4/4,drum-machine,1,1,0561f417bf52,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae5Break.mid,
610,Drum Machine Patterns,Reggae,Reggae,Reggae5MeasureA,120,4/4,drum-machine,1,1,74f6e71c4936,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae5MeasureA.mid,
611,Drum Machine Patterns,Reggae,Reggae,Reggae5MeasureB,120,4/4,drum-machine,1,1,b89d36ea5315,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae5MeasureB.mid,
612,Drum Machine Patterns,Reggae,Reggae,Reggae6,120,4/4,drum-machine,1,1,8c4db7b3e983,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae6.mid,
613,Drum Machine Patterns,Reggae,Reggae,Reggae7,120,4/4,drum-machine,1,1,d04073c549e4,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae7.mid,
614,Drum Machine Patterns,Reggae,Reggae,Reggae8,120,4/4,drum-machine,1,1,fc37f5181788,2,2,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae8.mid,
615,Drum Machine Patterns,Reggae,Reggae,Reggae9,120,4/4,drum-machine,1,1,8ab69563e102,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae9.mid,
616,Drum Machine Patterns,Reggae,Reggae,Reggae10,120,4/4,drum-machine,1,1,0349ac33183c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae10.mid,
617,Drum Machine Patterns,Reggae,Reggae,Reggae11,120,4/4,drum-machine,1,1,c16803ef930f,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae11.mid,
618,Drum Machine Patterns,Reggae,Reggae,Reggae12,120,4/4,drum-machine,1,1,5ad0e6b51d0e,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/Reggae12.mid,
619,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak1,120,4/4,drum-machine,1,1,a0bd69a91e53,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak1.mid,
620,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak2,120,4/4,drum-machine,1,1,15a45437ca0b,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak2.mid,
621,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak3,120,4/4,drum-machine,1,1,bc1f92814510,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak3.mid,
622,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak4,120,4/4,drum-machine,1,1,1e086ba83e4e,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak4.mid,
623,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak5,120,4/4,drum-machine,1,1,78369bda40b2,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak5.mid,
624,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak6,120,4/4,drum-machine,1,1,828be9d60dbd,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak6.mid,
625,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak7,120,4/4,drum-machine,1,1,73b7e6153aa6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak7.mid,
626,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak8,120,4/4,drum-machine,1,1,804682ad1a93,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak8.mid,
627,Drum Machine Patterns,Reggae,Reggae,ReggaeBreak9,120,4/4,drum-machine,1,1,ae9be6b44785,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Reggae/ReggaeBreak9.mid,
628,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues1Break,120,4/4,drum-machine,1,1,269d31242633,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues1Break.mid,
629,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues1MeasureA,120,4/4,drum-machine,1,1,5ae3677e07d1,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues1MeasureA.mid,
630,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues1MeasureB,120,4/4,drum-machine,1,1,b5f12e945b24,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues1MeasureB.mid,
631,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues2Break,120,4/4,drum-machine,1,1,6a06ad815233,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues2Break.mid,
632,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues2MeasureA,120,4/4,drum-machine,1,1,f55b60997c48,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues2MeasureA.mid,
633,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues2MeasureB,120,4/4,drum-machine,1,1,d505d9212698,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues2MeasureB.mid,
634,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues3Break,120,4/4,drum-machine,1,1,6f7b0e6b4337,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues3Break.mid,
635,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues3MeasureA,120,4/4,drum-machine,1,1,e9c41fe0c4d1,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues3MeasureA.mid,
636,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues3MeasureB,120,4/4,drum-machine,1,1,c23eef8f9a1c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues3MeasureB.mid,
637,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues4Break,120,4/4,drum-machine,1,1,a456958a2374,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues4Break.mid,
638,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues4MeasureA,120,4/4,drum-machine,1,1,e2fe031bea3e,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues4MeasureA.mid,
639,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues4MeasureB,120,4/4,drum-machine,1,1,4d26a0345506,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues4MeasureB.mid,
640,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues5Break,120,4/4,drum-machine,1,1,0989d6f443d7,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues5Break.mid,
641,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues5MeasureA,120,4/4,drum-machine,1,1,517f7bd29afd,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues5MeasureA.mid,
642,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rhythm Blues5MeasureB,120,4/4,drum-machine,1,1,7cedb109deda,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rhythm_Blues5MeasureB.mid,
643,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb1,120,4/4,drum-machine,1,1,b4aa25728ce2,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb1.mid,
644,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb2,120,4/4,drum-machine,1,1,f9ec45993645,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb2.mid,
645,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb3,120,4/4,drum-machine,1,1,e7fe09abac23,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb3.mid,
646,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb4,120,4/4,drum-machine,1,1,74c12382525c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb4.mid,
647,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb5,120,4/4,drum-machine,1,1,797a0219aea7,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb5.mid,
648,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb6,120,4/4,drum-machine,1,1,637985398c18,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb6.mid,
649,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb7,120,4/4,drum-machine,1,1,20b69730e4dd,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb7.mid,
650,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb8,120,4/4,drum-machine,1,1,23a3735f55d6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb8.mid,
651,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb9,120,4/4,drum-machine,1,1,0f7b1dba1d27,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb9.mid,
652,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb10,120,4/4,drum-machine,1,1,2ac731759072,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb10.mid,
653,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb11,120,4/4,drum-machine,1,1,62a334120df1,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb11.mid,
654,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,Rnb12,120,4/4,drum-machine,1,1,dd8bec4d9419,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/Rnb12.mid,
655,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak1,120,4/4,drum-machine,1,1,cda3951820b9,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak1.mid,
656,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak2,120,4/4,drum-machine,1,1,7402764bdc0f,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak2.mid,
657,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak3,120,4/4,drum-machine,1,1,12e8c15d543d,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak3.mid,
658,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak4,120,4/4,drum-machine,1,1,599fd917f729,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak4.mid,
659,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak5,120,4/4,drum-machine,1,1,bef560b711ee,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak5.mid,
660,Drum Machine Patterns,Rhythm Blues,Rhythm Blues,RnbBreak6,120,4/4,drum-machine,1,1,0cf05696a7e5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rhythm Blues/RnbBreak6.mid,
661,Drum Machine Patterns,Rock,Rock,Rock1,120,4/4,drum-machine,1,1,c6ead80e5d6b,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock1.mid,
662,Drum Machine Patterns,Rock,Rock,Rock1Break,120,4/4,drum-machine,1,1,66f5334812d0,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock1Break.mid,
663,Drum Machine Patterns,Rock,Rock,Rock1MeasureA,120,4/4,drum-machine,1,1,7b5f0d441fc1,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock1MeasureA.mid,
664,Drum Machine Patterns,Rock,Rock,Rock1MeasureB,120,4/4,drum-machine,1,1,8fd7b8f332d9,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock1MeasureB.mid,
665,Drum Machine Patterns,Rock,Rock,Rock2,120,4/4,drum-machine,1,1,062b8a5d3b68,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock2.mid,
666,Drum Machine Patterns,Rock,Rock,Rock2Break,120,4/4,drum-machine,1,1,7f4abc4f3c68,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock2Break.mid,
667,Drum Machine Patterns,Rock,Rock,Rock2MeasureA,120,4/4,drum-machine,1,1,3031da014d2c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock2MeasureA.mid,
668,Drum Machine Patterns,Rock,Rock,Rock2MeasureB,120,4/4,drum-machine,1,1,10382f5ba3f5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock2MeasureB.mid,
669,Drum Machine Patterns,Rock,Rock,Rock3,120,4/4,drum-machine,1,1,4c856495f1c0,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock3.mid,
670,Drum Machine Patterns,Rock,Rock,Rock3Break,120,4/4,drum-machine,1,1,6669cf404384,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock3Break.mid,
671,Drum Machine Patterns,Rock,Rock,Rock3MeasureA,120,4/4,drum-machine,1,1,1ad5bcc20830,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock3MeasureA.mid,
672,Drum Machine Patterns,Rock,Rock,Rock3MeasureB,120,4/4,drum-machine,1,1,5c6e87bfa7d8,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock3MeasureB.mid,
673,Drum Machine Patterns,Rock,Rock,Rock4,120,4/4,drum-machine,1,1,b7571a8aacc8,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock4.mid,
674,Drum Machine Patterns,Rock,Rock,Rock4Break,120,4/4,drum-machine,1,1,f599fe5e581c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock4Break.mid,
675,Drum Machine Patterns,Rock,Rock,Rock4MeasureA,120,4/4,drum-machine,1,1,94ff90cd8dc5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock4MeasureA.mid,
676,Drum Machine Patterns,Rock,Rock,Rock4MeasureB,120,4/4,drum-machine,1,1,d9d2a9f6dff7,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock4MeasureB.mid,
677,Drum Machine Patterns,Rock,Rock,Rock5,120,4/4,drum-machine,1,1,9f4ab8bdac21,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock5.mid,
678,Drum Machine Patterns,Rock,Rock,Rock5Break,120,4/4,drum-machine,1,1,3c84a08cecc6,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock5Break.mid,
679,Drum Machine Patterns,Rock,Rock,Rock5MeasureA,120,4/4,drum-machine,1,1,f76b860ba49d,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock5MeasureA.mid,
680,Drum Machine Patterns,Rock,Rock,Rock5MeasureB,120,4/4,drum-machine,1,1,4ee0787ac80a,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock5MeasureB.mid,
681,Drum Machine Patterns,Rock,Rock,Rock6,120,4/4,drum-machine,1,1,074927bc8a13,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock6.mid,
682,Drum Machine Patterns,Rock,Rock,Rock7,120,4/4,drum-machine,1,1,0b7ab88bf018,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock7.mid,
683,Drum Machine Patterns,Rock,Rock,Rock8,120,4/4,drum-machine,1,1,71007bd2d5bc,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock8.mid,
684,Drum Machine Patterns,Rock,Rock,Rock9,120,4/4,drum-machine,1,1,2c1697c62490,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock9.mid,
685,Drum Machine Patterns,Rock,Rock,Rock10,120,4/4,drum-machine,1,1,76ab926983ef,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock10.mid,
686,Drum Machine Patterns,Rock,Rock,Rock11,120,4/4,drum-machine,1,1,54d3bc1376fd,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock11.mid,
687,Drum Machine Patterns,Rock,Rock,Rock12,120,4/4,drum-machine,1,1,ef9dc0819d01,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock12.mid,
688,Drum Machine Patterns,Rock,Rock,Rock13,120,4/4,drum-machine,1,1,4c85f4b02de2,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock13.mid,
689,Drum Machine Patterns,Rock,Rock,Rock14 2,120,4/4,drum-machine,1,1,a2ea8d59c5ed,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock14_2.mid,
690,Drum Machine Patterns,Rock,Rock,Rock14,120,4/4,drum-machine,1,1,d3f2424f6849,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/Rock14.mid,
691,Drum Machine Patterns,Rock,Rock,RockBreak1,120,4/4,drum-machine,1,1,719b35003b38,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak1.mid,
692,Drum Machine Patterns,Rock,Rock,RockBreak2,120,4/4,drum-machine,1,1,ad1048a94243,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak2.mid,
693,Drum Machine Patterns,Rock,Rock,RockBreak3,120,4/4,drum-machine,1,1,69ab780578e4,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak3.mid,
694,Drum Machine Patterns,Rock,Rock,RockBreak4,120,4/4,drum-machine,1,1,6032d0af77c4,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak4.mid,
695,Drum Machine Patterns,Rock,Rock,RockBreak5,120,4/4,drum-machine,1,1,d31dcc2ca3ec,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak5.mid,
696,Drum Machine Patterns,Rock,Rock,RockBreak6,120,4/4,drum-machine,1,1,bea626c7a23a,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak6.mid,
697,Drum Machine Patterns,Rock,Rock,RockBreak7,120,4/4,drum-machine,1,1,8321a41fbdd4,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak7.mid,
698,Drum Machine Patterns,Rock,Rock,RockBreak8,120,4/4,drum-machine,1,1,92e33317f2f7,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak8.mid,
699,Drum Machine Patterns,Rock,Rock,RockBreak9,120,4/4,drum-machine,1,1,a13507e91ee5,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak9.mid,
700,Drum Machine Patterns,Rock,Rock,RockBreak10,120,4/4,drum-machine,1,1,3cc106ebd05f,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak10.mid,
701,Drum Machine Patterns,Rock,Rock,RockBreak11,120,4/4,drum-machine,1,1,a84f8a4c89ae,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak11.mid,
702,Drum Machine Patterns,Rock,Rock,RockBreak12,120,4/4,drum-machine,1,1,a303334ed56c,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Rock/RockBreak12.mid,
703,Drum Machine Patterns,Samba,Samba,Samba1,120,4/4,drum-machine,1,1,6d6981333f62,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Samba/Samba1.mid,
